1659.3,1254.8,0.24568
1659.6,1254.4,0.097708
1597.3,1237.4,0.076713
1704.2,1348.8,0.97347
1706.3,1352.2,0.91031
1705.2,1349,0.90006
1489.9,1039.8,0.028403
1687.1,1296.2,0.091574
1687.6,1295.8,0.0065509
1693.5,1339.2,0.016331
1689.7,1320.9,0.95204
1706.4,1352.2,0.91825
1706,1351.9,0.91047
1704.1,1352.5,0.93611
1713.2,1337.6,0.69826
1700.5,1351,0.67925
1597.1,1183.8,0.18722
1595.7,1186.8,0.075787
1596.3,1186.3,0.051933
1596.7,1185.8,0.046169
1596.3,1183.9,0.021285
1706.3,1354.7,0.74666
1707.6,1352.7,0.12329
1687.2,1295.4,0.17745
1674.4,1290.2,0.10606
1697,1346.6,0.81962
1689,1295.6,0.71064
1685.8,1302.9,0.078796
1685.7,1300.3,0.061181
1686.6,1298.4,0.02772
1693.5,1339.2,0.92889
1693.8,1339.5,0.90966
1686.6,1299.1,0.63938
1706.3,1352.2,0.18021
1646.3,1302.6,0.88227
1708.2,1353.7,0.70578
1706.3,1352.2,0.92113
1705.4,1356.7,0.77037
1653.3,1288.6,0.98135
1653.3,1288.6,0.75117
1617.4,1242.4,0.69128
1608.2,1243.2,0.67891
1646,1301.6,0.63593
1706.8,1354.1,0.85544
1707.8,1353.3,0.85046
1707.1,1353.8,0.83649
1711.3,1357.6,0.69903
1687.5,1295.8,0.15829
1687.4,1295.8,0.13235
1672.9,1271.4,0.84066
1646.1,1301.5,0.80973
1645.7,1301.6,0.80118
1645.3,1302.3,0.6526
1646,1301.6,0.65226
1596.7,1183.1,0.29182
1596.3,1183.5,0.27726
1596.3,1183.3,0.2739
1596.7,1183.8,0.25925
1596.3,1183.9,0.2565
1597.1,1188.5,0.13997
1608.1,1242.7,0.85891
1608.1,1242.8,0.842
1612,1245,0.82727
1645.7,1301.8,0.16323
1645.6,1302.8,0.13156
1646.1,1303.6,0.1309
1646.1,1303.2,0.1306
1646,1302.4,0.96851
1645.1,1302.9,0.84647
1645.9,1302.8,0.83374
1645.3,1302.3,0.8162
1479.3,1068.8,0.11579
1583.3,1227.5,0.054502
1646.3,1301.8,0.89176
1686.6,1298.4,0.031285
1686.8,1295.7,0.021887
1687.5,1295.7,0.01235
1611.6,1270.3,0.04537
1611.3,1269.9,0.037847
1612.1,1270.6,0.016343
1565,1251.1,0.97802
1588.1,1267,0.97168
1620.9,1210,0.95267
1596.1,1185.7,0.90683
1596.3,1183.3,0.8806
1596.3,1184,0.85838
1595.5,1183.9,0.83186
1595.4,1183.7,0.83109
1595.4,1184.1,0.83005
1595.5,1183.8,0.8234
1595.5,1183.7,0.82266
1595.2,1184,0.80552
1596.4,1184.2,0.79287
1596.3,1184.4,0.79073
1609.5,1189.2,0.77021
1606,1196.1,0.76456
1612,1245,0.15054
1599.7,1264.4,0.14159
1596.7,1262.1,0.13965
1596.8,1241.8,0.12347
1596.8,1241.7,0.12209
1595.8,1244.7,0.11632
1595.4,1268.8,0.074537
1609.8,1280,0.054086
1603,1277.5,0.051806
1592.8,1273.8,0.050336
1593.1,1273.6,0.04919
1592.8,1273.2,0.048993
1592.3,1269,0.047685
1678.7,1339.1,0.01184
1712.5,1359,0.0027546
1706.3,1352.2,0.99696
1705.2,1356.7,0.98176
1672.9,1271.4,0.94551
1872.9,1666.5,0.049745
1865,1654.7,0.99723
1681.2,1296.4,0.098507
1687.2,1295.3,0.076667
1628.5,1291.1,0.78716
1608.2,1243.2,0.17851
1612,1245,0.076829
1608.1,1242.7,0.072384
1608.3,1242.2,0.070231
1607.8,1242.9,0.057326
1686.6,1298.4,0.017975
1687.6,1295.8,0.99966
1691.5,1280,0.66411
1686.6,1299.1,0.63384
1596,1182.9,0.07816
1594.8,1183.8,0.01338
1595,1183.7,0.99799
1596.3,1184.5,0.99238
1596.3,1184.4,0.89262
1596.3,1183.9,0.8825
1596.7,1185.8,0.8459
1596.3,1186.3,0.73497
1596,1185.3,0.69138
1645.7,1302,0.80638
1646.3,1301.8,0.79726
1666.4,1288.1,0.14984
1672.4,1296.7,0.064132
1706.9,1352.4,0.75131
1620.2,1194.7,0.071759
1598.9,1189.2,0.049676
1596.9,1185.8,0.032141
1596.3,1185.7,0.012269
1596,1185.7,0.011481
1595.1,1186.9,0.96764
1595.7,1185.8,0.95645
1596.3,1186.3,0.95608
1596.4,1184.3,0.92757
1595.9,1184,0.91892
1596.4,1183.2,0.90748
1596.4,1183.2,0.90412
1596.3,1183.3,0.90287
1596.3,1183.9,0.90137
1599.4,1187.7,0.85069
1597.6,1186.9,0.83894
1698.8,1042.2,0.14458
1698.7,1042.4,0.069479
1594.2,1157.3,0.007963
1646,1301.6,0.80469
1646.4,1301.6,0.14973
1647.2,1304.9,0.82905
1646.8,1304.9,0.82516
1686.4,1294.6,0.21385
1687.6,1295.8,0.18609
1687.2,1295.4,0.18538
1687.5,1295.5,0.18524
1687.2,1299.5,0.18487
1685.9,1295.2,0.18475
1686.6,1296.5,0.18463
1686.8,1295.7,0.18448
1686.8,1295.7,0.18433
1686.8,1295.7,0.18414
1686.8,1295.7,0.18399
1686.8,1295.8,0.18385
1687.2,1295.3,0.1837
1687.2,1295.4,0.18355
1687.2,1295.4,0.18339
1687.2,1295.4,0.18322
1687.2,1295.4,0.18311
1687.3,1295.4,0.18299
1687.9,1295.3,0.18285
1687.5,1295.5,0.18271
1687.5,1295.5,0.18258
1687.5,1295.5,0.18251
1687.3,1295.8,0.18242
1687.5,1296.2,0.1822
1691,1280.5,0.84044
1708.6,1354.3,0.77933
1645.7,1302.9,0.76576
1686.6,1298.4,0.029248
1686.8,1295.7,0.99625
1687.5,1295.5,0.97126
1686.5,1297.8,0.95211
1689,1295.6,0.93564
1686.6,1299.1,0.62969
1596.1,1185,0.18672
1595.4,1184.2,0.18354
1595.9,1184.1,0.17785
1596.3,1183.9,0.17206
1596.7,1185.9,0.16492
1596,1185.6,0.16319
1597,1186.2,0.12845
1596.9,1186.4,0.12459
1596.3,1186.3,0.11309
1646.3,1302.6,0.8778
1646,1302.6,0.87447
1645.1,1302.9,0.86037
1646,1301.6,0.849
1479.4,1079.5,0.9173
1479.3,1079.5,0.91532
1475.6,1078.3,0.91459
1476.5,1079.8,0.91428
1479.4,1079.6,0.91027
1479.8,1080.8,0.90447
1479.9,1080.9,0.90236
1479.4,1079.9,0.89382
1479.6,1080.1,0.89339
1480.1,1081.1,0.87767
1479.4,1082.5,0.85572
1480.9,1076.5,0.80742
1479.9,1075.9,0.78064
1480.1,1075.9,0.75397
1596.8,1241.7,0.053218
1646.3,1301.8,0.98668
1646.1,1302.1,0.98627
1646,1302,0.98615
1646,1301.6,0.98337
1645.9,1302,0.98109
1646.1,1302.1,0.23231
1646.2,1302.1,0.23209
1646.2,1301.9,0.070139
1645.9,1302.6,0.77134
1645.9,1302.6,0.65183
1645.8,1302.7,0.65141
1645.1,1302.9,0.65035
1645.9,1302.6,0.20956
1646.2,1301.9,0.20942
1646,1302,0.20932
1645.9,1302.6,0.20918
1645.3,1302.9,0.99722
1645.1,1302.9,0.97583
1646,1301.6,0.96902
1645.6,1302.5,0.95601
1645.9,1302.9,0.95581
1646.2,1302.1,0.95542
1645.9,1302.6,0.95411
1646.1,1302.1,0.95362
1686.8,1295.7,0.041308
1686.6,1299.1,0.64766
1596.6,1241.2,0.10272
1610.8,1249,0.062488
1507,1201.7,0.028391
1507,1201.7,0.027662
1506.9,1201.6,0.02213
1506.8,1201.7,0.020035
1506.7,1201.7,0.019062
1506.5,1201.6,0.017778
1506.4,1201.6,0.015486
1506.5,1201.7,0.0085764
1506.6,1201.7,0.0078009
1498.7,1203.3,0.98851
1498.8,1203.3,0.98468
1498.7,1203.2,0.9834
1498.8,1203.2,0.98029
1528.2,1216,0.93118
1528.6,1215.1,0.91566
1529.2,1214,0.86997
1555.6,1216.4,0.11148
1687.2,1295.8,0.071505
1687.2,1299.5,0.069444
1685.9,1295.2,0.069155
1686.6,1296.5,0.068947
1687.9,1295.3,0.068831
1687.5,1296.2,0.068634
1686.8,1295.7,0.068495
1686.8,1295.7,0.068252
1686.8,1295.8,0.06787
1687.2,1295.4,0.06765
1687.2,1295.4,0.067465
1687.2,1295.3,0.067245
1687.2,1295.4,0.066968
1687.2,1295.4,0.066829
1687.2,1295.4,0.066655
1687.3,1295.4,0.066435
1687.5,1295.5,0.066296
1687.5,1295.5,0.066157
1687.5,1295.5,0.06603
1687.5,1295.5,0.065891
1687.3,1295.8,0.065729
1687.6,1295.8,0.064838
1645.9,1302.6,0.051852
1646.2,1301.9,0.96897
1646,1302,0.96392
1645.1,1302.9,0.74769
1659.6,1254.4,0.19778
1660.9,1255.4,0.050729
1652.3,1254.1,0.82139
1645.1,1302.9,0.73766
1652.7,1235.2,0.046146
1686.5,1297.8,0.025046
1626,1255.1,0.013692
1627.7,1238.4,0.96157
1645.6,1302.6,0.057164
1597.3,1237.4,0.88921
1629.7,1248.2,0.86152
1636.4,1240.1,0.80708
1646,1301.6,0.01772
1425.4,1181.2,0.95113
1418.5,1126,0.85914
1420.6,1124.8,0.81534
1418.5,1126,0.77383
1432.3,1124.6,0.76667
1648.5,1307.1,0.083877
1646,1302,0.90605
1385.2,1097.4,0.24128
1386.4,1096.2,0.17831
1386.2,1094.5,0.16799
1443.2,1056.1,0.11877
1443,1056.5,0.11848
1442.6,1056.3,0.11817
1442.7,1056.4,0.118
1442.6,1056.4,0.095822
1442.3,1056.6,0.083762
1457.4,1049,0.0087847
1479.8,1076.2,0.96083
1480.9,1076.5,0.94453
1480.5,1074.8,0.90296
1675.2,1270,0.78159
1673.4,1272.7,0.75905
1645.3,1302.6,0.18622
1645.6,1302.6,0.14234
1689,1341,0.89689
1623.1,1245.6,0.16074
1635.7,1253,0.093634
1686.6,1298.4,0.027685
1667.2,1287.1,0.64563
1645.7,1302,0.95028
1646.3,1301.8,0.93829
1647.2,1305.6,0.82226
1647.6,1305.6,0.81521
1645.6,1302.6,0.78759
1525.4,1195.5,0.92083
1518,1206.9,0.89914
1516.9,1206.2,0.85714
1514.1,1181.2,0.80764
1514.1,1181.2,0.64366
1645.8,1302.7,0.15697
1646.4,1301.6,0.11693
1646.1,1301.8,0.80221
1648.5,1307.1,0.10951
1647.2,1305.6,0.88751
1647.6,1305.6,0.8862
1646,1301.6,0.86434
1646.1,1302.2,0.85792
1597.6,1262.6,0.16392
1610.8,1249,0.11778
1616.2,1245.9,0.10277
1645.6,1302.8,0.76819
1645.1,1302.9,0.74227
1479.4,1079.6,0.96818
1479.3,1079.6,0.96225
1481.7,1071.5,0.83788
1608.1,1243.5,0.75694
1645.6,1302.5,0.13928
1867.4,1667.6,0.25295
1868,1664.8,0.20277
1869.9,1663.9,0.18534
1872.4,1667.3,0.97821
1873.5,1668.2,0.96169
1871.5,1670.3,0.95141
1871.7,1670.5,0.95051
